timestamp,src_ip,dst_ip,src_port,dst_port,protocol,prediction,risk_score
2026-04-25 15:03:47,172.16.0.8,192.168.1.1,51820,53,tcp,NORMAL,0.0931
2026-04-25 15:03:48,10.0.0.22,10.0.0.1,44321,53,tcp,NORMAL,0.4422
2026-04-25 15:03:49,192.168.1.10,1.1.1.1,60333,53,icmp,NORMAL,0.8406
2026-04-25 15:03:50,172.16.0.8,10.0.0.1,0,22,icmp,NORMAL,0.3379
2026-04-25 15:03:51,192.168.1.10,1.1.1.1,0,3389,tcp,ATTACK,0.7991
2026-04-25 15:03:52,192.168.1.10,1.1.1.1,0,3389,icmp,ATTACK,0.1365
2026-04-25 15:03:53,192.168.1.10,10.0.0.1,51820,80,udp,NORMAL,0.1121
2026-04-25 15:03:54,192.168.1.10,10.0.0.1,44321,80,udp,NORMAL,0.5865
2026-04-25 15:03:55,10.0.0.22,1.1.1.1,44321,22,udp,NORMAL,0.5331
2026-04-25 15:03:56,192.168.1.15,10.0.0.1,60333,80,icmp,ATTACK,0.6998
2026-04-25 15:03:57,192.168.1.15,8.8.8.8,60333,53,tcp,NORMAL,0.7718
2026-04-25 15:03:58,10.0.0.22,8.8.8.8,51820,22,udp,ATTACK,0.2907
2026-04-25 15:03:59,10.0.0.22,10.0.0.1,0,3389,udp,ATTACK,0.4037
2026-04-25 15:04:00,10.0.0.22,192.168.1.1,51820,22,icmp,NORMAL,0.5323
2026-04-25 15:04:01,172.16.0.8,192.168.1.1,44321,80,icmp,NORMAL,0.2059
2026-04-25 15:04:02,192.168.1.10,192.168.1.1,51820,443,tcp,NORMAL,0.5201
2026-04-25 15:04:03,172.16.0.8,8.8.8.8,44321,80,tcp,NORMAL,0.0739
2026-04-25 15:04:04,192.168.1.15,10.0.0.1,0,53,icmp,NORMAL,0.1206
2026-04-25 15:04:05,192.168.1.10,192.168.1.1,51820,53,icmp,ATTACK,0.6035
2026-04-25 15:04:06,192.168.1.10,8.8.8.8,44321,22,tcp,NORMAL,0.1396
2026-04-25 15:04:07,192.168.1.15,1.1.1.1,0,80,udp,NORMAL,0.3124
2026-04-25 15:04:08,192.168.1.15,1.1.1.1,60333,22,udp,NORMAL,0.7203
2026-04-25 15:04:09,10.0.0.22,8.8.8.8,0,53,icmp,NORMAL,0.226
2026-04-25 15:04:10,192.168.1.10,8.8.8.8,0,53,udp,NORMAL,0.2451
2026-04-25 15:04:11,172.16.0.8,192.168.1.1,51820,80,icmp,ATTACK,0.6464
2026-04-25 15:04:12,192.168.1.15,10.0.0.1,44321,22,tcp,NORMAL,0.9458
2026-04-25 15:04:13,192.168.1.15,192.168.1.1,0,53,tcp,NORMAL,0.7818
2026-04-25 15:04:14,172.16.0.8,10.0.0.1,44321,80,icmp,NORMAL,0.367
2026-04-25 15:04:15,192.168.1.15,1.1.1.1,60333,22,tcp,NORMAL,0.9097
2026-04-25 15:04:16,192.168.1.15,8.8.8.8,51820,443,icmp,NORMAL,0.9468
2026-04-25 15:04:17,10.0.0.22,192.168.1.1,51820,80,tcp,ATTACK,0.1811
2026-04-25 15:04:18,10.0.0.22,192.168.1.1,51820,3389,udp,NORMAL,0.0882
2026-04-25 15:04:19,10.0.0.22,1.1.1.1,44321,443,udp,NORMAL,0.4416
2026-04-25 15:04:20,172.16.0.8,192.168.1.1,60333,443,tcp,ATTACK,0.6208
2026-04-25 15:04:21,10.0.0.22,8.8.8.8,44321,80,udp,NORMAL,0.8088
2026-04-25 15:04:22,172.16.0.8,10.0.0.1,0,3389,icmp,NORMAL,0.1564
2026-04-25 15:04:23,192.168.1.15,8.8.8.8,44321,3389,udp,NORMAL,0.1668
2026-04-25 15:04:24,192.168.1.10,1.1.1.1,51820,53,icmp,NORMAL,0.8802
2026-04-25 15:04:25,172.16.0.8,192.168.1.1,60333,80,udp,NORMAL,0.4272
2026-04-25 15:04:26,10.0.0.22,1.1.1.1,44321,53,udp,NORMAL,0.8821
2026-04-25 15:04:27,192.168.1.10,1.1.1.1,60333,3389,icmp,NORMAL,0.0527
2026-04-25 15:04:28,172.16.0.8,1.1.1.1,60333,3389,udp,NORMAL,0.2886
2026-04-25 15:04:29,192.168.1.10,1.1.1.1,51820,22,icmp,ATTACK,0.4753
2026-04-25 15:04:30,192.168.1.10,10.0.0.1,44321,443,udp,NORMAL,0.5609
2026-04-25 15:04:31,10.0.0.22,10.0.0.1,51820,22,icmp,ATTACK,0.6134
2026-04-25 15:04:32,10.0.0.22,10.0.0.1,51820,443,tcp,NORMAL,0.535
2026-04-25 15:04:33,192.168.1.15,192.168.1.1,60333,53,icmp,ATTACK,0.6589
2026-04-25 15:04:34,192.168.1.10,1.1.1.1,0,22,tcp,ATTACK,0.1075
2026-04-25 15:04:35,192.168.1.10,1.1.1.1,44321,22,tcp,NORMAL,0.2326
2026-04-25 15:04:36,172.16.0.8,10.0.0.1,60333,22,tcp,NORMAL,0.1284
2026-04-25 15:04:37,10.0.0.22,1.1.1.1,0,22,icmp,NORMAL,0.6767
2026-04-25 15:04:38,172.16.0.8,1.1.1.1,44321,443,udp,NORMAL,0.5783
2026-04-25 15:04:39,172.16.0.8,8.8.8.8,44321,443,tcp,ATTACK,0.7244
2026-04-25 15:04:40,192.168.1.15,8.8.8.8,44321,53,tcp,ATTACK,0.2692
2026-04-25 15:04:41,192.168.1.15,192.168.1.1,0,3389,udp,NORMAL,0.2926
2026-04-25 15:04:42,192.168.1.10,192.168.1.1,51820,22,udp,NORMAL,0.7128
2026-04-25 15:04:43,10.0.0.22,192.168.1.1,44321,443,icmp,NORMAL,0.0673
2026-04-25 15:04:44,192.168.1.10,1.1.1.1,51820,443,tcp,ATTACK,0.2754
2026-04-25 15:04:45,192.168.1.15,192.168.1.1,44321,443,udp,NORMAL,0.898
2026-04-25 15:04:46,172.16.0.8,8.8.8.8,0,53,tcp,NORMAL,0.6552
2026-04-25 15:04:47,192.168.1.10,192.168.1.1,0,443,tcp,ATTACK,0.7554
2026-04-25 15:04:48,192.168.1.10,192.168.1.1,0,443,udp,NORMAL,0.8901
2026-04-25 15:04:49,192.168.1.10,1.1.1.1,51820,53,tcp,ATTACK,0.9414
2026-04-25 15:04:50,192.168.1.10,192.168.1.1,0,53,udp,ATTACK,0.3205
2026-04-25 15:04:51,10.0.0.22,192.168.1.1,44321,22,tcp,NORMAL,0.261
2026-04-25 15:04:52,172.16.0.8,10.0.0.1,51820,443,tcp,NORMAL,0.6543
2026-04-25 15:04:53,10.0.0.22,1.1.1.1,60333,53,udp,NORMAL,0.6069
2026-04-25 15:04:54,172.16.0.8,8.8.8.8,60333,443,icmp,ATTACK,0.2104
2026-04-25 15:04:55,192.168.1.15,10.0.0.1,44321,80,udp,NORMAL,0.5925
2026-04-25 15:04:56,10.0.0.22,192.168.1.1,51820,22,tcp,NORMAL,0.7456
2026-04-25 15:04:57,192.168.1.10,192.168.1.1,44321,53,icmp,NORMAL,0.4184
2026-04-25 15:04:58,172.16.0.8,192.168.1.1,51820,443,icmp,NORMAL,0.5273
2026-04-25 15:04:59,192.168.1.15,192.168.1.1,60333,3389,udp,ATTACK,0.3884
2026-04-25 15:05:00,192.168.1.15,8.8.8.8,44321,53,tcp,ATTACK,0.7089
2026-04-25 15:05:01,192.168.1.15,10.0.0.1,51820,80,udp,ATTACK,0.185
2026-04-25 15:05:02,192.168.1.10,1.1.1.1,0,3389,tcp,NORMAL,0.8386
2026-04-25 15:05:03,172.16.0.8,1.1.1.1,60333,80,icmp,NORMAL,0.6739
2026-04-25 15:05:04,172.16.0.8,10.0.0.1,0,80,udp,NORMAL,0.1777
2026-04-25 15:05:05,10.0.0.22,192.168.1.1,0,22,icmp,NORMAL,0.6471
2026-04-25 15:05:06,192.168.1.10,192.168.1.1,60333,3389,icmp,ATTACK,0.5901
2026-04-25 15:05:07,172.16.0.8,10.0.0.1,60333,80,tcp,NORMAL,0.689
2026-04-25 15:05:08,10.0.0.22,192.168.1.1,60333,22,udp,ATTACK,0.9185
2026-04-25 15:05:09,192.168.1.10,8.8.8.8,60333,443,udp,NORMAL,0.4643
2026-04-25 15:05:10,10.0.0.22,8.8.8.8,60333,443,udp,ATTACK,0.4751
2026-04-25 15:05:11,10.0.0.22,1.1.1.1,51820,22,tcp,ATTACK,0.4604
2026-04-25 15:05:12,172.16.0.8,1.1.1.1,60333,22,udp,NORMAL,0.3039
2026-04-25 15:05:13,172.16.0.8,192.168.1.1,60333,3389,udp,NORMAL,0.1394
2026-04-25 15:05:14,192.168.1.15,10.0.0.1,0,53,tcp,NORMAL,0.5046
2026-04-25 15:05:15,192.168.1.10,1.1.1.1,44321,3389,tcp,ATTACK,0.9322
2026-04-25 15:05:16,192.168.1.15,1.1.1.1,0,53,icmp,NORMAL,0.4435
2026-04-25 15:05:17,172.16.0.8,1.1.1.1,60333,443,icmp,NORMAL,0.1421
2026-04-25 15:05:18,10.0.0.22,1.1.1.1,60333,80,icmp,NORMAL,0.8166
2026-04-25 15:05:19,192.168.1.10,10.0.0.1,0,443,icmp,NORMAL,0.9466
2026-04-25 15:05:20,192.168.1.10,192.168.1.1,60333,3389,icmp,NORMAL,0.0862
2026-04-25 15:05:21,192.168.1.15,8.8.8.8,44321,80,tcp,NORMAL,0.9432
2026-04-25 15:05:22,172.16.0.8,192.168.1.1,0,443,tcp,ATTACK,0.9339
2026-04-25 15:05:23,192.168.1.15,10.0.0.1,51820,3389,tcp,NORMAL,0.7183
2026-04-25 15:05:24,10.0.0.22,8.8.8.8,0,22,tcp,NORMAL,0.6671
2026-04-25 15:05:25,172.16.0.8,8.8.8.8,51820,443,udp,NORMAL,0.5675
2026-04-25 15:05:26,10.0.0.22,192.168.1.1,51820,3389,icmp,NORMAL,0.5656
2026-04-25 15:05:28,192.168.1.10,10.0.0.1,0,443,icmp,NORMAL,0.6999
2026-04-25 15:05:29,192.168.1.10,1.1.1.1,0,53,icmp,ATTACK,0.2833
2026-04-25 15:05:30,192.168.1.10,10.0.0.1,0,22,udp,ATTACK,0.1699
2026-04-25 15:05:31,172.16.0.8,10.0.0.1,0,80,icmp,NORMAL,0.3217
2026-04-25 15:05:32,10.0.0.22,1.1.1.1,51820,3389,icmp,NORMAL,0.1914
2026-04-25 15:05:33,172.16.0.8,8.8.8.8,44321,53,tcp,NORMAL,0.5549
2026-04-25 15:05:34,10.0.0.22,192.168.1.1,44321,53,udp,NORMAL,0.9077
2026-04-25 15:05:35,192.168.1.10,1.1.1.1,44321,22,tcp,NORMAL,0.8821
2026-04-25 15:05:36,172.16.0.8,1.1.1.1,44321,53,tcp,NORMAL,0.1787
2026-04-25 15:05:37,172.16.0.8,1.1.1.1,0,80,tcp,NORMAL,0.2773
2026-04-25 15:05:38,192.168.1.15,10.0.0.1,60333,3389,udp,NORMAL,0.4567
2026-04-25 15:05:39,10.0.0.22,10.0.0.1,60333,22,tcp,NORMAL,0.6982
2026-04-25 15:05:40,192.168.1.10,1.1.1.1,44321,3389,icmp,ATTACK,0.4727
2026-04-25 15:05:41,192.168.1.15,8.8.8.8,44321,53,icmp,ATTACK,0.4344
2026-04-25 15:05:42,10.0.0.22,192.168.1.1,51820,80,udp,ATTACK,0.6571
2026-04-25 15:05:43,192.168.1.15,1.1.1.1,44321,80,udp,NORMAL,0.6399
2026-04-25 15:05:44,172.16.0.8,1.1.1.1,44321,443,icmp,ATTACK,0.3838
2026-04-25 15:05:45,10.0.0.22,1.1.1.1,44321,80,udp,NORMAL,0.6222
2026-04-25 15:05:46,10.0.0.22,10.0.0.1,44321,80,tcp,NORMAL,0.6927
2026-04-25 15:05:47,192.168.1.15,10.0.0.1,60333,53,tcp,NORMAL,0.6734
2026-04-25 15:05:48,10.0.0.22,8.8.8.8,44321,80,icmp,ATTACK,0.1177
2026-04-25 15:05:49,10.0.0.22,1.1.1.1,44321,3389,icmp,NORMAL,0.7182
2026-04-25 15:05:50,192.168.1.10,10.0.0.1,0,80,tcp,NORMAL,0.9124
2026-04-25 15:05:51,10.0.0.22,1.1.1.1,60333,22,tcp,NORMAL,0.7427
2026-04-25 15:05:52,192.168.1.10,8.8.8.8,44321,22,icmp,NORMAL,0.0627
2026-04-25 15:05:53,172.16.0.8,8.8.8.8,51820,3389,udp,NORMAL,0.1311
2026-04-25 15:05:54,192.168.1.15,1.1.1.1,60333,53,icmp,NORMAL,0.3749
2026-04-25 15:05:55,10.0.0.22,10.0.0.1,0,53,udp,NORMAL,0.5303
2026-04-25 15:05:56,10.0.0.22,10.0.0.1,0,80,icmp,NORMAL,0.6245
2026-04-25 15:05:57,172.16.0.8,8.8.8.8,51820,53,udp,NORMAL,0.5043
2026-04-25 15:05:58,192.168.1.15,8.8.8.8,44321,443,icmp,ATTACK,0.2007
2026-04-25 15:05:59,192.168.1.15,8.8.8.8,44321,53,tcp,NORMAL,0.7245
2026-04-25 15:06:00,192.168.1.15,8.8.8.8,51820,443,icmp,ATTACK,0.6486
2026-04-25 15:06:01,172.16.0.8,10.0.0.1,0,80,icmp,NORMAL,0.851
2026-04-25 15:06:02,172.16.0.8,192.168.1.1,44321,53,udp,NORMAL,0.4037
2026-04-25 15:06:03,10.0.0.22,1.1.1.1,60333,3389,icmp,NORMAL,0.6084
2026-04-25 15:06:04,192.168.1.10,192.168.1.1,51820,3389,icmp,ATTACK,0.261
2026-04-25 15:06:05,192.168.1.15,192.168.1.1,0,22,udp,NORMAL,0.3234
2026-04-25 15:06:06,192.168.1.10,8.8.8.8,60333,3389,tcp,NORMAL,0.9465
2026-04-25 15:06:07,10.0.0.22,1.1.1.1,0,443,icmp,NORMAL,0.665
2026-04-25 15:06:08,172.16.0.8,1.1.1.1,44321,22,icmp,NORMAL,0.5263
2026-04-25 15:06:09,192.168.1.15,192.168.1.1,44321,443,tcp,NORMAL,0.5874
2026-04-25 15:06:10,192.168.1.10,192.168.1.1,60333,80,icmp,NORMAL,0.1791
2026-04-25 15:06:11,192.168.1.15,192.168.1.1,44321,443,icmp,NORMAL,0.5155
2026-04-25 15:06:12,10.0.0.22,8.8.8.8,60333,22,udp,NORMAL,0.3409
2026-04-25 15:06:13,172.16.0.8,10.0.0.1,60333,53,tcp,NORMAL,0.4513
2026-04-25 15:06:14,10.0.0.22,192.168.1.1,51820,3389,udp,ATTACK,0.3839
2026-04-25 15:06:15,192.168.1.10,8.8.8.8,44321,80,icmp,NORMAL,0.7501
2026-04-25 15:06:16,10.0.0.22,10.0.0.1,0,443,tcp,NORMAL,0.6338
2026-04-25 15:06:17,192.168.1.10,1.1.1.1,0,80,udp,NORMAL,0.2096
2026-04-25 15:06:18,192.168.1.15,10.0.0.1,44321,53,udp,NORMAL,0.5859
2026-04-25 15:06:19,192.168.1.10,8.8.8.8,51820,80,icmp,ATTACK,0.1001
2026-04-25 15:06:20,192.168.1.15,192.168.1.1,60333,22,tcp,NORMAL,0.1449
2026-04-25 15:06:21,192.168.1.15,8.8.8.8,44321,443,icmp,NORMAL,0.762
2026-04-25 15:06:22,10.0.0.22,192.168.1.1,0,80,udp,NORMAL,0.2487
2026-04-25 15:06:23,10.0.0.22,192.168.1.1,0,22,udp,NORMAL,0.6266
2026-04-25 15:06:24,192.168.1.15,10.0.0.1,60333,3389,udp,NORMAL,0.5929
2026-04-25 15:06:25,192.168.1.15,8.8.8.8,0,22,icmp,NORMAL,0.5685
2026-04-25 15:06:26,10.0.0.22,10.0.0.1,44321,22,udp,NORMAL,0.6495
2026-04-25 15:06:27,10.0.0.22,8.8.8.8,0,53,udp,ATTACK,0.3366
2026-04-25 15:06:28,192.168.1.10,8.8.8.8,51820,22,udp,ATTACK,0.3395
2026-04-25 15:06:29,10.0.0.22,1.1.1.1,51820,22,icmp,NORMAL,0.5495
2026-04-25 15:06:30,10.0.0.22,1.1.1.1,0,53,udp,NORMAL,0.3334
2026-04-25 15:06:31,10.0.0.22,192.168.1.1,44321,3389,icmp,ATTACK,0.3724
2026-04-25 15:06:32,10.0.0.22,10.0.0.1,0,53,tcp,ATTACK,0.1567
2026-04-25 15:06:33,172.16.0.8,8.8.8.8,60333,22,tcp,NORMAL,0.6263
2026-04-25 15:06:34,10.0.0.22,1.1.1.1,51820,80,tcp,NORMAL,0.8341
2026-04-25 15:06:35,172.16.0.8,10.0.0.1,44321,53,icmp,NORMAL,0.9346
2026-04-25 15:06:36,172.16.0.8,10.0.0.1,0,443,tcp,NORMAL,0.6416
2026-04-25 15:06:37,172.16.0.8,10.0.0.1,44321,80,udp,NORMAL,0.6909
2026-04-25 15:06:38,192.168.1.15,192.168.1.1,60333,80,tcp,ATTACK,0.7747
2026-04-25 15:06:39,192.168.1.10,8.8.8.8,44321,443,tcp,NORMAL,0.2089
2026-04-25 15:06:40,10.0.0.22,1.1.1.1,0,22,udp,ATTACK,0.6874
2026-04-25 15:06:41,192.168.1.15,192.168.1.1,51820,443,tcp,NORMAL,0.9438
2026-04-25 15:06:42,10.0.0.22,8.8.8.8,51820,53,icmp,NORMAL,0.6046
2026-04-25 15:06:43,10.0.0.22,8.8.8.8,60333,80,tcp,NORMAL,0.7875
2026-04-25 15:06:44,172.16.0.8,1.1.1.1,44321,53,icmp,NORMAL,0.8012
2026-04-25 15:06:45,192.168.1.15,1.1.1.1,60333,80,icmp,NORMAL,0.6836
2026-04-25 15:06:46,10.0.0.22,8.8.8.8,60333,443,icmp,NORMAL,0.4785
2026-04-25 15:06:47,10.0.0.22,1.1.1.1,44321,22,icmp,ATTACK,0.1819
2026-04-25 15:06:48,10.0.0.22,1.1.1.1,60333,3389,udp,NORMAL,0.3497
2026-04-25 15:06:49,192.168.1.15,192.168.1.1,0,80,icmp,NORMAL,0.5587
2026-04-25 15:06:50,192.168.1.10,1.1.1.1,60333,3389,udp,ATTACK,0.4378
2026-04-25 15:06:51,10.0.0.22,192.168.1.1,51820,80,tcp,NORMAL,0.6174
2026-04-25 15:06:52,10.0.0.22,192.168.1.1,0,443,udp,NORMAL,0.1136
2026-04-25 15:06:53,192.168.1.15,8.8.8.8,60333,3389,udp,NORMAL,0.2163
2026-04-25 15:06:54,192.168.1.10,8.8.8.8,60333,22,udp,NORMAL,0.2914
2026-04-25 15:06:55,192.168.1.15,10.0.0.1,0,3389,tcp,NORMAL,0.3719
2026-04-25 15:06:56,192.168.1.15,8.8.8.8,51820,3389,icmp,NORMAL,0.7352
2026-04-25 15:06:57,10.0.0.22,1.1.1.1,0,3389,udp,NORMAL,0.7456
2026-04-25 15:06:58,172.16.0.8,192.168.1.1,44321,53,icmp,NORMAL,0.4568
2026-04-25 15:06:59,10.0.0.22,8.8.8.8,44321,3389,tcp,ATTACK,0.144
2026-04-25 15:07:00,192.168.1.15,1.1.1.1,0,3389,icmp,ATTACK,0.7855
2026-04-25 15:07:01,192.168.1.10,1.1.1.1,51820,22,udp,NORMAL,0.5686
2026-04-25 15:07:02,172.16.0.8,10.0.0.1,44321,80,udp,NORMAL,0.6409
2026-04-25 15:07:03,10.0.0.22,1.1.1.1,60333,53,icmp,NORMAL,0.4095
2026-04-25 15:07:04,10.0.0.22,1.1.1.1,60333,22,udp,ATTACK,0.511
2026-04-25 15:07:05,10.0.0.22,10.0.0.1,60333,443,udp,NORMAL,0.5964
2026-04-25 15:07:06,192.168.1.10,1.1.1.1,60333,22,tcp,ATTACK,0.7779
2026-04-25 15:07:07,192.168.1.10,1.1.1.1,60333,3389,udp,NORMAL,0.6021
2026-04-25 15:07:08,192.168.1.15,1.1.1.1,44321,22,udp,ATTACK,0.5846
2026-04-25 15:07:09,10.0.0.22,8.8.8.8,51820,53,icmp,ATTACK,0.6906
2026-04-25 15:07:10,192.168.1.15,192.168.1.1,0,22,icmp,NORMAL,0.3843
2026-04-25 15:07:11,192.168.1.15,10.0.0.1,60333,22,tcp,NORMAL,0.7724
2026-04-25 15:07:12,10.0.0.22,10.0.0.1,60333,22,icmp,NORMAL,0.9183
2026-04-25 15:07:13,172.16.0.8,192.168.1.1,0,443,udp,NORMAL,0.9343
2026-04-25 15:07:14,172.16.0.8,8.8.8.8,60333,22,icmp,ATTACK,0.5605
2026-04-25 15:07:15,172.16.0.8,10.0.0.1,51820,443,icmp,ATTACK,0.6657
2026-04-25 15:07:16,192.168.1.15,8.8.8.8,51820,443,tcp,ATTACK,0.8889
2026-04-25 15:07:17,192.168.1.10,10.0.0.1,60333,3389,icmp,ATTACK,0.6206
2026-04-25 15:07:18,10.0.0.22,8.8.8.8,60333,3389,icmp,NORMAL,0.626
2026-04-25 15:07:19,172.16.0.8,192.168.1.1,0,3389,tcp,NORMAL,0.8801
2026-04-25 15:07:20,10.0.0.22,10.0.0.1,44321,22,tcp,NORMAL,0.6193
2026-04-25 15:07:21,192.168.1.15,1.1.1.1,60333,53,udp,ATTACK,0.3849
2026-04-25 15:07:22,192.168.1.15,192.168.1.1,60333,3389,udp,ATTACK,0.8279
2026-04-25 15:07:23,192.168.1.10,10.0.0.1,51820,80,icmp,NORMAL,0.4485
2026-04-25 15:07:24,192.168.1.10,10.0.0.1,51820,443,udp,ATTACK,0.3635
2026-04-25 15:07:25,172.16.0.8,10.0.0.1,0,3389,icmp,NORMAL,0.4163
2026-04-25 15:07:26,192.168.1.15,192.168.1.1,44321,443,tcp,ATTACK,0.3701
2026-04-25 15:07:27,10.0.0.22,8.8.8.8,0,3389,icmp,NORMAL,0.3284
2026-04-25 15:07:28,192.168.1.15,10.0.0.1,51820,22,tcp,NORMAL,0.4276
2026-04-25 15:07:29,172.16.0.8,1.1.1.1,0,22,tcp,NORMAL,0.509
2026-04-25 15:07:30,172.16.0.8,192.168.1.1,0,80,icmp,NORMAL,0.8883
2026-04-25 15:07:31,192.168.1.15,10.0.0.1,51820,22,udp,ATTACK,0.9086
2026-04-25 15:07:32,10.0.0.22,192.168.1.1,51820,22,icmp,NORMAL,0.3565
2026-04-25 15:07:33,10.0.0.22,192.168.1.1,60333,22,udp,NORMAL,0.8655
2026-04-25 15:07:34,192.168.1.15,192.168.1.1,44321,80,tcp,NORMAL,0.9226
2026-04-25 15:07:35,10.0.0.22,10.0.0.1,44321,80,icmp,NORMAL,0.5426
2026-04-25 15:07:36,172.16.0.8,1.1.1.1,51820,53,udp,ATTACK,0.2408
2026-04-25 15:07:37,10.0.0.22,10.0.0.1,60333,22,icmp,NORMAL,0.7067
2026-04-25 15:07:38,172.16.0.8,8.8.8.8,0,53,udp,NORMAL,0.678
2026-04-25 15:07:39,192.168.1.15,1.1.1.1,51820,80,icmp,NORMAL,0.4699
2026-04-25 15:07:40,192.168.1.15,192.168.1.1,51820,80,icmp,NORMAL,0.2704
2026-04-25 15:07:41,172.16.0.8,10.0.0.1,60333,80,udp,ATTACK,0.8541
2026-04-25 15:07:42,192.168.1.10,10.0.0.1,60333,80,udp,NORMAL,0.3855
2026-04-25 15:07:43,10.0.0.22,8.8.8.8,0,80,icmp,ATTACK,0.6589
2026-04-25 15:07:44,10.0.0.22,10.0.0.1,51820,3389,udp,NORMAL,0.3656
2026-04-25 15:07:45,10.0.0.22,8.8.8.8,60333,443,udp,NORMAL,0.8059
2026-04-25 15:07:46,172.16.0.8,192.168.1.1,0,443,udp,NORMAL,0.4435
2026-04-25 15:07:47,192.168.1.10,8.8.8.8,44321,443,udp,NORMAL,0.5884
2026-04-25 15:07:48,192.168.1.10,1.1.1.1,0,443,icmp,NORMAL,0.946
2026-04-25 15:07:49,10.0.0.22,192.168.1.1,0,443,udp,NORMAL,0.8778
2026-04-25 15:07:50,172.16.0.8,1.1.1.1,44321,3389,icmp,NORMAL,0.1918
2026-04-25 15:07:51,192.168.1.10,10.0.0.1,0,53,udp,NORMAL,0.7675
2026-04-25 15:07:52,192.168.1.15,1.1.1.1,60333,53,udp,ATTACK,0.835
2026-04-25 15:07:53,172.16.0.8,1.1.1.1,60333,80,udp,NORMAL,0.3679
2026-04-25 15:07:54,192.168.1.15,1.1.1.1,0,3389,icmp,NORMAL,0.8105
2026-04-25 15:07:55,192.168.1.15,10.0.0.1,44321,53,tcp,ATTACK,0.38
2026-04-25 15:07:56,10.0.0.22,192.168.1.1,60333,22,udp,NORMAL,0.1323
2026-04-25 15:07:57,10.0.0.22,192.168.1.1,51820,53,icmp,NORMAL,0.1303
2026-04-25 15:07:58,192.168.1.15,10.0.0.1,60333,22,udp,NORMAL,0.9346
2026-04-25 15:07:59,192.168.1.15,8.8.8.8,44321,443,udp,ATTACK,0.3472
2026-04-25 15:08:00,192.168.1.15,8.8.8.8,60333,3389,icmp,NORMAL,0.601
2026-04-25 15:08:01,192.168.1.10,192.168.1.1,51820,22,udp,NORMAL,0.4898
2026-04-25 15:08:02,10.0.0.22,192.168.1.1,44321,443,icmp,ATTACK,0.3845
2026-04-25 15:08:03,192.168.1.15,8.8.8.8,60333,443,tcp,ATTACK,0.0596
2026-04-25 15:08:04,172.16.0.8,1.1.1.1,51820,22,udp,NORMAL,0.1425
2026-04-25 15:08:05,172.16.0.8,8.8.8.8,0,3389,udp,ATTACK,0.8932
2026-04-25 15:08:06,10.0.0.22,10.0.0.1,51820,443,tcp,NORMAL,0.8074
2026-04-25 15:08:07,10.0.0.22,10.0.0.1,60333,53,icmp,NORMAL,0.8612
2026-04-25 15:08:08,192.168.1.15,1.1.1.1,0,3389,icmp,NORMAL,0.4972
2026-04-25 15:08:09,172.16.0.8,192.168.1.1,44321,53,icmp,ATTACK,0.2494
2026-04-25 15:08:10,172.16.0.8,10.0.0.1,0,80,icmp,NORMAL,0.9233
2026-04-25 15:08:11,192.168.1.10,1.1.1.1,44321,53,tcp,NORMAL,0.7569
2026-04-25 15:08:12,192.168.1.10,10.0.0.1,0,443,udp,ATTACK,0.9447
2026-04-25 15:08:13,10.0.0.22,192.168.1.1,51820,22,tcp,ATTACK,0.1251
2026-04-25 15:08:14,10.0.0.22,8.8.8.8,44321,3389,udp,NORMAL,0.6521
2026-04-25 15:08:15,172.16.0.8,192.168.1.1,44321,3389,tcp,NORMAL,0.4199
2026-04-25 15:08:16,192.168.1.15,192.168.1.1,0,443,icmp,ATTACK,0.6234
2026-04-25 15:08:17,192.168.1.10,1.1.1.1,44321,53,udp,ATTACK,0.3553
2026-04-25 15:08:18,172.16.0.8,10.0.0.1,51820,53,icmp,NORMAL,0.6005
2026-04-25 15:08:19,172.16.0.8,10.0.0.1,0,443,icmp,ATTACK,0.3986
2026-04-25 15:08:20,10.0.0.22,10.0.0.1,44321,80,tcp,NORMAL,0.4276
2026-04-25 15:08:21,172.16.0.8,10.0.0.1,51820,80,udp,NORMAL,0.5172
2026-04-25 15:08:22,172.16.0.8,8.8.8.8,44321,80,icmp,NORMAL,0.4522
2026-04-25 15:08:23,172.16.0.8,1.1.1.1,51820,80,tcp,NORMAL,0.8488
2026-04-25 15:08:24,172.16.0.8,192.168.1.1,60333,3389,tcp,NORMAL,0.6392
2026-04-25 15:08:25,192.168.1.15,10.0.0.1,60333,53,tcp,ATTACK,0.1747
2026-04-25 15:08:26,172.16.0.8,192.168.1.1,60333,80,tcp,NORMAL,0.8884
2026-04-25 15:08:27,10.0.0.22,10.0.0.1,44321,3389,icmp,NORMAL,0.8615
2026-04-25 15:08:28,192.168.1.15,8.8.8.8,60333,443,icmp,ATTACK,0.4668
2026-04-25 15:08:29,192.168.1.10,192.168.1.1,51820,443,icmp,NORMAL,0.2404
2026-04-25 15:08:30,192.168.1.10,192.168.1.1,44321,443,tcp,NORMAL,0.478
2026-04-25 15:08:31,192.168.1.10,8.8.8.8,44321,80,udp,ATTACK,0.8688
2026-04-25 15:08:32,172.16.0.8,192.168.1.1,0,22,udp,NORMAL,0.4893
2026-04-25 15:08:33,192.168.1.10,1.1.1.1,44321,443,udp,NORMAL,0.329
2026-04-25 15:08:34,10.0.0.22,192.168.1.1,44321,80,udp,ATTACK,0.1725
